pageid,title
29041307,Michael Usi
30787253,Ibrahim Matola
31092672,Patricia Kaliati
32645558,Nancy Tembo
33036655,John Bande
33037689,Catherine Gotani Hara
33223160,Blessings Chinsinga
39183621,Lazarus Chakwera
41950951,Sosten Gwengwe
42085941,Saulos Chilima
50696975,Gospel Kazako
62722756,Eisenhower Nduwa Mkaka
66434823,Khumbize Chiponda
68617991,Lobin C. Lowe
68658843,Vera Kamtukule
69144335,Thabo Chakaka Nyirenda
70488870,Agnes Nyalonje
